2023-02-27 23:55:29,508 INFO    StreamThr :6888 [internal.py:wandb_internal():87] W&B internal server running at pid: 6888, started at: 2023-02-27 23:55:29.508992
2023-02-27 23:55:29,508 DEBUG   HandlerThread:6888 [handler.py:handle_request():139] handle_request: status
2023-02-27 23:55:29,517 DEBUG   SenderThread:6888 [sender.py:send_request():317] send_request: status
2023-02-27 23:55:29,520 INFO    WriterThread:6888 [datastore.py:open_for_write():75] open: C:\Users\danis\OneDrive\Desktop\Automation_engineering\Coding\AMR\amrrl\wandb\offline-run-20230227_235529-2izbzu3v\run-2izbzu3v.wandb
2023-02-27 23:55:29,549 DEBUG   HandlerThread:6888 [handler.py:handle_request():139] handle_request: run_start
2023-02-27 23:55:29,561 DEBUG   HandlerThread:6888 [system_info.py:__init__():31] System info init
2023-02-27 23:55:29,561 DEBUG   HandlerThread:6888 [system_info.py:__init__():46] System info init done
2023-02-27 23:55:29,561 INFO    HandlerThread:6888 [system_monitor.py:start():150] Starting system monitor
2023-02-27 23:55:29,561 INFO    SystemMonitor:6888 [system_monitor.py:_start():116] Starting system asset monitoring threads
2023-02-27 23:55:29,561 INFO    HandlerThread:6888 [system_monitor.py:probe():171] Collecting system info
2023-02-27 23:55:29,566 DEBUG   HandlerThread:6888 [system_info.py:probe():195] Probing system
2023-02-27 23:55:29,566 INFO    SystemMonitor:6888 [interfaces.py:start():168] Started cpu
2023-02-27 23:55:29,566 INFO    SystemMonitor:6888 [interfaces.py:start():168] Started disk
2023-02-27 23:55:29,566 INFO    SystemMonitor:6888 [interfaces.py:start():168] Started memory
2023-02-27 23:55:29,566 INFO    SystemMonitor:6888 [interfaces.py:start():168] Started network
2023-02-27 23:55:29,566 DEBUG   HandlerThread:6888 [system_info.py:_probe_git():180] Probing git
2023-02-27 23:55:29,644 DEBUG   HandlerThread:6888 [system_info.py:_probe_git():188] Probing git done
2023-02-27 23:55:29,644 DEBUG   HandlerThread:6888 [system_info.py:probe():241] Probing system done
2023-02-27 23:55:29,644 DEBUG   HandlerThread:6888 [system_monitor.py:probe():180] {'os': 'Windows-10-10.0.22621-SP0', 'python': '3.9.13', 'heartbeatAt': '2023-02-27T22:55:29.566039', 'startedAt': '2023-02-27T22:55:29.484525', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'c:\\Users\\danis\\OneDrive\\Desktop\\Automation_engineering\\Coding\\AMR\\amrrl\\run\\train.py', 'codePath': 'Coding\\AMR\\amrrl\\run\\train.py', 'git': {'remote': 'https://github.com/Daniele1996/Automation_engineering.git', 'commit': 'b223a20c9d747c042c8fda377b3ab51d9d48aab7'}, 'email': 'dani.simonazzi@gmail.com', 'root': 'C:/Users/danis/OneDrive/Desktop/Automation_engineering', 'host': 'BigBrain', 'username': 'danis', 'executable': 'C:\\Users\\danis\\AppData\\Local\\Microsoft\\WindowsApps\\PythonSoftwareFoundation.Python.3.9_qbz5n2kfra8p0\\python.exe', 'cpu_count': 4, 'cpu_count_logical': 8, 'cpu_freq': {'current': 2803.0, 'min': 0.0, 'max': 2803.0}, 'cpu_freq_per_core': [{'current': 2803.0, 'min': 0.0, 'max': 2803.0}], 'disk': {'total': 459.68554306030273, 'used': 179.76189041137695}, 'memory': {'total': 15.681163787841797}}
2023-02-27 23:55:29,644 INFO    HandlerThread:6888 [system_monitor.py:probe():181] Finished collecting system info
2023-02-27 23:55:29,644 INFO    HandlerThread:6888 [system_monitor.py:probe():184] Publishing system info
2023-02-27 23:55:29,644 DEBUG   HandlerThread:6888 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-02-27 23:55:29,644 DEBUG   HandlerThread:6888 [system_info.py:_save_pip():67] Saving pip packages done
2023-02-27 23:55:29,644 DEBUG   HandlerThread:6888 [system_info.py:_save_code():89] Saving code
2023-02-27 23:55:29,678 DEBUG   HandlerThread:6888 [system_info.py:_save_code():110] Saving code done
2023-02-27 23:55:29,678 DEBUG   HandlerThread:6888 [system_info.py:_save_patches():127] Saving git patches
2023-02-27 23:55:29,936 DEBUG   HandlerThread:6888 [system_info.py:_save_patches():169] Saving git patches done
2023-02-27 23:55:29,936 INFO    HandlerThread:6888 [system_monitor.py:probe():186] Finished publishing system info
2023-02-27 23:55:30,010 DEBUG   SenderThread:6888 [sender.py:send():303] send: exit
2023-02-27 23:55:30,010 INFO    SenderThread:6888 [sender.py:send_exit():442] handling exit code: 1
2023-02-27 23:55:30,010 INFO    SenderThread:6888 [sender.py:send_exit():444] handling runtime: 0
2023-02-27 23:55:30,010 INFO    SenderThread:6888 [sender.py:_save_file():1171] saving file wandb-summary.json with policy end
2023-02-27 23:55:30,010 INFO    SenderThread:6888 [sender.py:send_exit():450] send defer
2023-02-27 23:55:30,017 DEBUG   HandlerThread:6888 [handler.py:handle_request():139] handle_request: defer
2023-02-27 23:55:30,017 INFO    HandlerThread:6888 [handler.py:handle_request_defer():162] handle defer: 0
2023-02-27 23:55:30,017 DEBUG   SenderThread:6888 [sender.py:send_request():317] send_request: defer
2023-02-27 23:55:30,017 INFO    SenderThread:6888 [sender.py:send_request_defer():459] handle sender defer: 0
2023-02-27 23:55:30,017 INFO    SenderThread:6888 [sender.py:transition_state():463] send defer: 1
2023-02-27 23:55:30,017 DEBUG   HandlerThread:6888 [handler.py:handle_request():139] handle_request: defer
2023-02-27 23:55:30,017 INFO    HandlerThread:6888 [handler.py:handle_request_defer():162] handle defer: 1
2023-02-27 23:55:30,017 INFO    HandlerThread:6888 [system_monitor.py:finish():160] Stopping system monitor
2023-02-27 23:55:30,017 DEBUG   SystemMonitor:6888 [system_monitor.py:_start():130] Starting system metrics aggregation loop
2023-02-27 23:55:30,017 DEBUG   SystemMonitor:6888 [system_monitor.py:_start():137] Finished system metrics aggregation loop
2023-02-27 23:55:30,017 DEBUG   SystemMonitor:6888 [system_monitor.py:_start():141] Publishing last batch of metrics
2023-02-27 23:55:30,017 INFO    HandlerThread:6888 [interfaces.py:finish():175] Joined cpu
2023-02-27 23:55:30,017 INFO    HandlerThread:6888 [interfaces.py:finish():175] Joined disk
2023-02-27 23:55:30,017 INFO    HandlerThread:6888 [interfaces.py:finish():175] Joined memory
2023-02-27 23:55:30,017 INFO    HandlerThread:6888 [interfaces.py:finish():175] Joined network
2023-02-27 23:55:30,017 DEBUG   SenderThread:6888 [sender.py:send_request():317] send_request: defer
2023-02-27 23:55:30,017 INFO    SenderThread:6888 [sender.py:send_request_defer():459] handle sender defer: 1
2023-02-27 23:55:30,017 INFO    SenderThread:6888 [sender.py:transition_state():463] send defer: 2
2023-02-27 23:55:30,017 DEBUG   HandlerThread:6888 [handler.py:handle_request():139] handle_request: defer
2023-02-27 23:55:30,017 INFO    HandlerThread:6888 [handler.py:handle_request_defer():162] handle defer: 2
2023-02-27 23:55:30,017 DEBUG   SenderThread:6888 [sender.py:send_request():317] send_request: defer
2023-02-27 23:55:30,017 INFO    SenderThread:6888 [sender.py:send_request_defer():459] handle sender defer: 2
2023-02-27 23:55:30,017 INFO    SenderThread:6888 [sender.py:transition_state():463] send defer: 3
2023-02-27 23:55:30,025 DEBUG   HandlerThread:6888 [handler.py:handle_request():139] handle_request: defer
2023-02-27 23:55:30,025 INFO    HandlerThread:6888 [handler.py:handle_request_defer():162] handle defer: 3
2023-02-27 23:55:30,026 DEBUG   SenderThread:6888 [sender.py:send_request():317] send_request: defer
2023-02-27 23:55:30,026 INFO    SenderThread:6888 [sender.py:send_request_defer():459] handle sender defer: 3
2023-02-27 23:55:30,026 INFO    SenderThread:6888 [sender.py:transition_state():463] send defer: 4
2023-02-27 23:55:30,026 DEBUG   HandlerThread:6888 [handler.py:handle_request():139] handle_request: defer
2023-02-27 23:55:30,026 INFO    HandlerThread:6888 [handler.py:handle_request_defer():162] handle defer: 4
2023-02-27 23:55:30,026 DEBUG   SenderThread:6888 [sender.py:send_request():317] send_request: defer
2023-02-27 23:55:30,026 INFO    SenderThread:6888 [sender.py:send_request_defer():459] handle sender defer: 4
2023-02-27 23:55:30,026 INFO    SenderThread:6888 [sender.py:transition_state():463] send defer: 5
2023-02-27 23:55:30,026 DEBUG   HandlerThread:6888 [handler.py:handle_request():139] handle_request: defer
2023-02-27 23:55:30,026 INFO    HandlerThread:6888 [handler.py:handle_request_defer():162] handle defer: 5
2023-02-27 23:55:30,026 DEBUG   SenderThread:6888 [sender.py:send_request():317] send_request: defer
2023-02-27 23:55:30,026 INFO    SenderThread:6888 [sender.py:send_request_defer():459] handle sender defer: 5
2023-02-27 23:55:30,026 INFO    SenderThread:6888 [sender.py:transition_state():463] send defer: 6
2023-02-27 23:55:30,026 DEBUG   HandlerThread:6888 [handler.py:handle_request():139] handle_request: defer
2023-02-27 23:55:30,026 INFO    HandlerThread:6888 [handler.py:handle_request_defer():162] handle defer: 6
2023-02-27 23:55:30,026 DEBUG   SenderThread:6888 [sender.py:send_request():317] send_request: defer
2023-02-27 23:55:30,026 INFO    SenderThread:6888 [sender.py:send_request_defer():459] handle sender defer: 6
2023-02-27 23:55:30,026 INFO    SenderThread:6888 [sender.py:transition_state():463] send defer: 7
2023-02-27 23:55:30,026 DEBUG   HandlerThread:6888 [handler.py:handle_request():139] handle_request: defer
2023-02-27 23:55:30,026 INFO    HandlerThread:6888 [handler.py:handle_request_defer():162] handle defer: 7
2023-02-27 23:55:30,026 DEBUG   SenderThread:6888 [sender.py:send_request():317] send_request: defer
2023-02-27 23:55:30,026 INFO    SenderThread:6888 [sender.py:send_request_defer():459] handle sender defer: 7
2023-02-27 23:55:30,026 INFO    SenderThread:6888 [sender.py:transition_state():463] send defer: 8
2023-02-27 23:55:30,026 DEBUG   HandlerThread:6888 [handler.py:handle_request():139] handle_request: defer
2023-02-27 23:55:30,026 INFO    HandlerThread:6888 [handler.py:handle_request_defer():162] handle defer: 8
2023-02-27 23:55:30,026 DEBUG   SenderThread:6888 [sender.py:send_request():317] send_request: defer
2023-02-27 23:55:30,026 INFO    SenderThread:6888 [sender.py:send_request_defer():459] handle sender defer: 8
2023-02-27 23:55:30,026 INFO    SenderThread:6888 [sender.py:transition_state():463] send defer: 9
2023-02-27 23:55:30,026 DEBUG   HandlerThread:6888 [handler.py:handle_request():139] handle_request: defer
2023-02-27 23:55:30,026 INFO    HandlerThread:6888 [handler.py:handle_request_defer():162] handle defer: 9
2023-02-27 23:55:30,026 DEBUG   SenderThread:6888 [sender.py:send_request():317] send_request: defer
2023-02-27 23:55:30,026 INFO    SenderThread:6888 [sender.py:send_request_defer():459] handle sender defer: 9
2023-02-27 23:55:30,026 INFO    SenderThread:6888 [sender.py:transition_state():463] send defer: 10
2023-02-27 23:55:30,026 DEBUG   HandlerThread:6888 [handler.py:handle_request():139] handle_request: defer
2023-02-27 23:55:30,026 INFO    HandlerThread:6888 [handler.py:handle_request_defer():162] handle defer: 10
2023-02-27 23:55:30,026 DEBUG   SenderThread:6888 [sender.py:send_request():317] send_request: defer
2023-02-27 23:55:30,026 INFO    SenderThread:6888 [sender.py:send_request_defer():459] handle sender defer: 10
2023-02-27 23:55:30,026 INFO    SenderThread:6888 [sender.py:transition_state():463] send defer: 11
2023-02-27 23:55:30,026 DEBUG   HandlerThread:6888 [handler.py:handle_request():139] handle_request: defer
2023-02-27 23:55:30,026 INFO    HandlerThread:6888 [handler.py:handle_request_defer():162] handle defer: 11
2023-02-27 23:55:30,026 DEBUG   SenderThread:6888 [sender.py:send_request():317] send_request: defer
2023-02-27 23:55:30,026 INFO    SenderThread:6888 [sender.py:send_request_defer():459] handle sender defer: 11
2023-02-27 23:55:30,026 INFO    SenderThread:6888 [sender.py:transition_state():463] send defer: 12
2023-02-27 23:55:30,026 DEBUG   SenderThread:6888 [sender.py:send():303] send: final
2023-02-27 23:55:30,026 DEBUG   HandlerThread:6888 [handler.py:handle_request():139] handle_request: defer
2023-02-27 23:55:30,026 INFO    HandlerThread:6888 [handler.py:handle_request_defer():162] handle defer: 12
2023-02-27 23:55:30,026 DEBUG   SenderThread:6888 [sender.py:send_request():317] send_request: defer
2023-02-27 23:55:30,033 INFO    SenderThread:6888 [sender.py:send_request_defer():459] handle sender defer: 12
2023-02-27 23:55:30,033 DEBUG   HandlerThread:6888 [handler.py:handle_request():139] handle_request: poll_exit
2023-02-27 23:55:30,033 DEBUG   HandlerThread:6888 [handler.py:handle_request():139] handle_request: poll_exit
2023-02-27 23:55:30,033 DEBUG   HandlerThread:6888 [handler.py:handle_request():139] handle_request: server_info
2023-02-27 23:55:30,033 DEBUG   HandlerThread:6888 [handler.py:handle_request():139] handle_request: get_summary
2023-02-27 23:55:30,033 DEBUG   HandlerThread:6888 [handler.py:handle_request():139] handle_request: sampled_history
2023-02-27 23:55:30,033 DEBUG   SenderThread:6888 [sender.py:send_request():317] send_request: poll_exit
2023-02-27 23:55:30,033 DEBUG   SenderThread:6888 [sender.py:send_request():317] send_request: poll_exit
2023-02-27 23:55:30,033 DEBUG   SenderThread:6888 [sender.py:send_request():317] send_request: server_info
2023-02-27 23:55:30,033 INFO    MainThread:6888 [wandb_run.py:_footer_history_summary_info():3408] rendering history
2023-02-27 23:55:30,033 INFO    MainThread:6888 [wandb_run.py:_footer_history_summary_info():3440] rendering summary
